id_left,location_left,text_left,length_left
4383,"[444928.76979653444, 4419936.981793914]","[6766, 18228]",2
4384,"[440932.87768675835, 4434295.5617873315]","[14101, 14240, 27505, 6849, 14118, 27507]",6
4385,"[450422.3645022495, 4416545.8950137915]","[5698, 7038, 5700]",3
4386,"[454404.8572520337, 4414996.820943563]","[6669, 18564, 27590, 6702]",4
4387,"[451336.3301530884, 4412576.933647404]","[12686, 21266, 9568, 13084, 12699]",5
4388,"[451752.3372203667, 4422634.4683229355]","[14833, 9943, 12811, 13266, 22215, 25277, 8597, 14841, 13277, 25280, 1333]",11
4389,"[444395.4486308743, 4427257.524348896]","[5855, 3647, 24348, 24236, 8937, 10007, 27437, 8695, 5872, 24354, 9021, 27454]",12
4390,"[436942.7598970841, 4419236.657036275]","[11711, 4711, 8226, 11713]",4
4391,"[440812.1856320217, 4433839.198059836]","[8380, 13722, 12566, 6793, 8390, 12570]",6
4392,"[453495.1950383073, 4419879.944797776]","[15674, 18468, 10403, 15677]",4
4393,"[447600.58444167, 4415955.0256541185]","[26539, 23962, 18577, 22592, 27008, 27590, 26549, 18604, 27047]",9
4394,"[448773.654986948, 4415794.640201472]","[18478, 22167, 27571, 9943, 18523, 27573]",6
4395,"[442728.92885442806, 4423916.384609281]","[5855, 3647, 18079, 28250, 5915]",5
4396,"[451624.3928549569, 4420958.572701821]","[4648, 24865, 13084, 4673]",4
4397,"[439572.17435446754, 4410374.417957937]","[21531, 19211, 19810, 2908, 15542, 13835, 6350, 23826, 21699, 19814, 13872]",11
4398,"[472865.1710846444, 4421920.363190466]","[18079, 22167, 22409, 5788, 18095, 22413]",6
4399,"[446558.8388745959, 4418096.2411026945]","[21125, 27524, 23826]",3
4400,"[437216.3163134881, 4438136.294017135]","[9966, 9726, 8937, 22202, 18217, 9970, 9158]",7
4401,"[437750.6097037612, 4417553.271868148]","[10681, 20674, 5828, 10866]",4
4402,"[447225.20324156905, 4412604.205549424]","[13650, 10409, 13654]",3
4403,"[457745.3845972325, 4403241.037043257]","[17446, 16710, 17454]",3
4404,"[436104.64849642897, 4417262.006706653]","[21531, 19211, 11845, 21700]",4
4405,"[442342.7691117174, 4403798.656949837]","[22409, 5788, 18079, 22167, 22413, 18095]",6
4406,"[451665.9985441816, 4427512.732240487]","[22227, 12414, 8677, 22229]",4
4407,"[450471.71155864355, 4406028.200143023]","[11954, 12811, 14181, 4005, 13015, 3848, 20151, 11997, 14183, 13017]",10
4408,"[434448.08876938396, 4415751.7226819685]","[17861, 26109, 11845, 17908]",4
4409,"[438857.4545235134, 4409160.660706126]","[4141, 10986, 22409, 5788, 18079, 22167, 4163, 22413, 18095]",9
4410,"[446678.5637686001, 4435167.634910465]","[2043, 14253, 16695, 2110]",4
4411,"[436247.5136001388, 4420309.464833499]","[9885, 21151, 13559, 12291, 9896, 13561]",6
4412,"[439585.4181073001, 4412051.037747839]","[19870, 16096, 9924, 13511, 19872, 9925]",6
4413,"[441085.01507340465, 4393138.4079986075]","[13135, 14929, 21288, 4568, 13149, 21291]",6
4414,"[448692.1227243676, 4421130.167712023]","[18079, 28063, 18100]",3
4415,"[441993.4383581174, 4404258.572437518]","[11685, 4216, 8548, 8490, 4221]",5
4416,"[466738.36586210236, 4442674.6350317225]","[25465, 7540, 25472]",3
4417,"[441022.1235897027, 4415545.70229736]","[22409, 5788, 26208, 26390, 26187, 22413, 26262]",7
4418,"[457878.06670398486, 4405983.902681638]","[18079, 22167, 18095]",3
4419,"[449719.4766039901, 4434537.15702516]","[7913, 14833, 28209, 20743, 5828, 7914, 20744]",7
4420,"[440344.84296976816, 4433995.289518202]","[14402, 14516, 8226, 17446, 16710, 11929, 4632, 25465, 11845, 14424, 17454, 11930, 25482]",13
4421,"[460636.12987620116, 4416486.412648313]","[9579, 18577, 23232, 13819, 18609]",5
4422,"[445823.2345762148, 4413681.00509331]","[5855, 3647, 23962, 20562, 7598, 25028, 25465, 11845, 10518, 27590, 5933, 7616, 25484]",13
4423,"[450539.76430877636, 4416545.13369064]","[22409, 5788, 27505, 22415]",4
4424,"[446123.316851419, 4439439.690363815]","[23676, 20903, 19147, 14101, 23676, 20903, 23682, 19164]",8
4425,"[470245.22499638866, 4441897.902989042]","[24859, 11830, 4948, 8226, 24860, 4960]",6
4426,"[441039.35655349813, 4432922.8252896955]","[27082, 27505, 27121]",3
4427,"[451434.45557745, 4427971.49458443]","[25626, 5404, 13015, 20136, 25646, 13034]",6
4428,"[438715.4159491698, 4420746.531667367]","[21814, 16096, 18928, 27590, 21819]",5
4429,"[441601.05169201153, 4414474.24679498]","[17064, 11842, 2292, 19344, 17108, 2305]",6
4430,"[458774.2077580943, 4419544.736618765]",[764],1
4431,"[453244.62558876927, 4417290.223984365]","[16074, 15464, 13287, 23396, 22409, 5788, 16084, 13289, 22413]",9
4432,"[443731.6899098327, 4416744.695284297]","[7907, 7540, 28350, 27265, 28393]",5
4433,"[430759.14905609214, 4397340.002398471]","[4831, 10436, 20165, 22564, 3293, 4840, 22565]",7
4434,"[440091.1601380376, 4416619.9603415625]","[5855, 3647, 10681, 7303, 5903]",5
4435,"[440497.84328017855, 4438567.144314299]","[5848, 9719, 25277, 8597, 5849, 25280]",6
4436,"[457419.6900605188, 4429155.066263127]","[19147, 14101, 23676, 20903, 7620, 8884, 21531, 19164, 7633]",9
4437,"[442221.67320307565, 4418889.993469111]","[27437, 10272, 23826, 27457]",4
4438,"[461698.0773170411, 4417547.979989948]","[18079, 22167, 18095]",3
4439,"[453575.4880203633, 4413782.411557393]","[12870, 24748, 25465, 11845, 12880, 25482]",6
4440,"[441542.0229848705, 4422096.220790312]","[19147, 14101, 23676, 20903, 10619, 19164]",6
4441,"[445141.7731889168, 4433196.956803632]","[5855, 17313, 24797, 6033]",4
4442,"[460364.9108112521, 4432035.270367748]","[23676, 20903, 23682]",3
4443,"[448509.06274561764, 4411376.039330629]","[12414, 3428, 20081, 12417]",4
4444,"[452201.50054072734, 4419430.660136702]","[4711, 20582, 24859, 11830, 4720, 24860]",6
4445,"[451019.1437212408, 4418066.313606232]","[21531, 19211, 3622, 11786, 21699, 3624]",6
4446,"[486444.5909280463, 4470965.581467489]","[16640, 6545, 18126, 27008, 16645, 18127]",6
4447,"[464615.372868454, 4439025.962094372]","[14780, 3647, 14782]",3
4448,"[448113.7748327637, 4422353.513201345]","[21531, 19211, 21699]",3
4449,"[442906.9361933227, 4400593.487348571]","[14301, 4383, 25124, 26104, 14037, 11845, 14305, 25131, 14039]",9
4450,"[432475.26500204776, 4431622.188151882]","[9966, 5772, 4831, 20458, 8269, 26508, 3626, 7464, 12756, 8819, 2575, 12512, 9969, 4866, 8367, 3628, 12757, 2706]",18
4451,"[444240.46525684674, 4438081.39647638]","[9663, 4267, 7816, 9666]",4
4452,"[455585.2919866549, 4416056.843684183]","[7702, 7950, 6849, 7704]",4
4453,"[453970.1071740667, 4420791.625168543]","[9663, 5591, 15059, 9667]",4
4454,"[441568.9172937004, 4425601.945530685]","[3915, 5651, 17064, 17640, 5295, 8548, 3916, 17642]",8
4455,"[466990.8583910599, 4419962.028972936]","[5772, 10371, 25081, 16640, 4321, 22230, 2575, 12512, 10390, 4333]",10
4456,"[442036.80429776234, 4425445.93730353]","[5389, 5389, 17861, 26109, 5390, 17906]",6
4457,"[455362.0651308074, 4418039.67845738]","[23002, 15250, 19243, 22335, 21288, 4568, 23006, 21291]",8
4458,"[449562.3585147087, 4410759.317258636]","[22662, 17952, 5382, 22216, 22681, 5385]",6
4459,"[446674.0856729311, 4417790.577915622]","[18079, 28063, 18100]",3
4460,"[445493.74398847116, 4416884.34239783]","[22409, 5788, 22413]",3
4461,"[467080.0789775822, 4440539.141144497]","[18478, 13480, 22409, 5788, 18500, 22413]",6
4462,"[452083.188042016, 4419278.975168517]","[7270, 7220, 18928, 4216, 27590, 7240, 4241]",7
4463,"[444895.7706433769, 4415364.347324375]","[12320, 3014, 4021, 5667, 28565, 15748, 12321, 28568]",8
4464,"[454710.3707124796, 4426884.2907599015]","[21886, 8611, 1721, 26109, 21496, 23754, 9943, 21919, 1868, 21526]",10
4465,"[446471.428338021, 4405597.826663944]","[15969, 10210, 3428, 6545, 25058, 15542, 20767, 21185, 15980, 3438, 25065]",11
4466,"[445513.99375675793, 4436090.503842042]","[19711, 10424, 24482, 26270, 19733, 24500]",6
4467,"[441546.7948258133, 4391915.491509181]","[5420, 12414, 21531, 19211, 5436, 21699]",6
4468,"[456442.82959095883, 4422301.364498776]","[10681, 7377, 15639, 16486, 27179, 3027, 10726, 27182]",8
4469,"[438221.3886955146, 4417701.878954436]","[9924, 13511, 19870, 16096, 11303, 13722, 26270, 13835, 2292, 19344, 9925, 19872, 11311, 13838]",14
4470,"[461376.0459718996, 4423494.173024112]","[24752, 25304, 24770]",3
4471,"[457603.2231215242, 4420008.43155193]","[7119, 5855, 16178, 26187, 7127, 16274]",6
4472,"[441744.58906119247, 4433222.252089026]","[23676, 20903, 19147, 14101, 23676, 20903, 4806, 24619, 25457, 25171, 23682, 19164, 4812, 25461]",14
4473,"[412885.37196021876, 4480453.98554142]","[21496, 23754, 9943, 21526]",4
4474,"[451475.0887695871, 4415929.426333951]","[8269, 18997, 8333]",3
4475,"[438147.2842130156, 4423037.607781619]","[15346, 9504, 15348]",3
4476,"[446556.7044424016, 4417791.398864667]","[13835, 24999, 25304, 28063, 17861, 26109, 13979, 17906]",8
4477,"[464400.0172728587, 4417992.1715586055]","[13835, 19363, 13955]",3
4478,"[446512.1226182184, 4428156.93849354]","[22409, 5788, 22413]",3
4479,"[453129.10933676845, 4417595.78509444]","[5828, 26315, 5843]",3
4480,"[435006.6504371831, 4412393.445542189]","[7620, 8884, 21531, 7633]",4
4481,"[453131.91712229466, 4418053.047272291]","[28350, 12230, 5802, 28371]",4
4482,"[443384.6095797031, 4433209.85085206]","[10403, 5188, 17640, 26794, 10404, 17648]",6
4483,"[471074.27668685577, 4413696.151948585]","[17861, 17955, 17861, 17957]",4
4484,"[424768.48679449176, 4398615.787353774]","[23826, 22498, 23858]",3
4485,"[450225.3685365529, 4422339.431094274]","[28565, 15748, 8937, 23826, 21531, 27437, 28568, 9174, 21786]",9
4486,"[458775.03145649727, 4419697.157493687]","[19243, 18829, 8611, 17491, 13007, 6849, 19275, 17499]",8
4487,"[450380.4351773231, 4428130.725436003]","[12943, 26044, 12948]",3
4488,"[446398.1230091213, 4428615.034289437]","[22409, 5788, 22413]",3
4489,"[445892.4856671291, 4439898.636552836]","[26058, 11936, 7673, 24402, 11725, 8548, 26064, 7687, 11746]",9
4490,"[442679.6145212773, 4401662.163106859]","[22098, 27505, 22153]",3
4491,"[442822.2098336675, 4420714.633939536]","[15403, 9943, 18079, 22167, 15404, 18095]",6
4492,"[434277.63212226087, 4423222.43398612]","[23605, 27505, 23611]",3
4493,"[449951.766264875, 4416396.537779126]","[27294, 7673, 8226, 27298]",4
4494,"[460447.8974754784, 4402769.359254862]","[23676, 20903, 19147, 14101, 23676, 20903, 23682, 19164]",8
4495,"[444546.83390577877, 4415824.158535177]","[12414, 3428, 20081, 26270, 20151, 12417, 26286]",7
4496,"[441687.3465027651, 4425753.469794518]","[27294, 7673, 8226, 27298]",4
4497,"[439558.53398095345, 4423483.58086003]","[4793, 2941, 21375, 9865, 21531, 10506, 26557, 4794, 21630]",9
4498,"[454870.94857684703, 4414384.352623312]","[14181, 14181, 3087, 14192]",4
4499,"[450753.93620953156, 4413342.792819036]","[15886, 3087, 24425, 15889]",4
4500,"[455529.27032666036, 4426574.606035299]","[17313, 7540]",2
4501,"[451825.39348157984, 4415622.355971461]","[5855, 3647, 20471, 27663, 15019, 5872, 20480]",7
4502,"[451494.4622924337, 4418977.840844174]",[283],1
4503,"[452823.8760258202, 4406165.779726258]","[19592, 8705, 1]",3
4504,"[446041.9913067742, 4411393.045557341]","[8210, 25304, 8222]",3
4505,"[441559.6272149321, 4439625.934905549]","[3227, 6350, 11180, 11786, 3239]",5
4506,"[453959.0686332196, 4418962.571164267]","[17446, 16710, 17454]",3
4507,"[434521.12911171536, 4410568.40902387]","[16901, 27062, 16927]",3
4508,"[453059.9277038173, 4406316.753562043]","[26150, 14060, 26163]",3
4509,"[455585.2919866549, 4416056.843684183]","[8937, 20023, 11101, 9136]",4
4510,"[431226.42930393876, 4436054.099887894]","[27788, 25124, 16972, 21531, 27437, 27862, 21786]",7
4511,"[449730.0115831131, 4418379.550754225]","[4831, 10436, 4489, 5591, 11845, 4839, 4491]",7
4512,"[439523.4839310548, 4419063.3329375]","[24449, 13449, 8555, 24457]",4
4513,"[441218.30852036376, 4425757.076549002]","[23676, 20903, 23682]",3
4514,"[450883.8039551856, 4433462.518333362]","[25626, 5404, 13015, 20136, 23676, 20903, 25646, 13034, 23682]",9
4515,"[426551.1730860204, 4437012.556342153]","[25995, 14833, 19819, 26003]",4
4516,"[444022.4523851671, 4424364.063013244]","[9823, 22098, 14330, 16359, 20304, 3848, 12291, 26557, 22125, 20306, 12310]",11
4517,"[454245.07603018865, 4427496.787329538]","[3647, 26270, 21886, 18315, 2043, 3804, 21975]",7
4518,"[441568.9172937004, 4425601.945530685]","[15916, 21531, 16359, 24581, 18564, 2575, 12512, 15943, 24584]",9
4519,"[441145.7541935371, 4401064.069632671]","[16901, 17826, 13544, 17826, 16914, 13545]",6
4520,"[454931.81925969716, 4444412.450883766]","[23123, 23219, 25572, 13574, 8226, 23138, 25576]",7
4521,"[441730.5630108342, 4431393.154617766]","[11685, 8921, 27524, 27268, 24256, 11692, 27271]",7
4522,"[468140.78582972777, 4414317.504430252]","[18964, 18964, 21531, 19211, 21531, 19870, 18965, 21699, 21707]",9
4523,"[429235.46215548826, 4448572.591412557]","[7907, 15959, 7909]",3
4524,"[445342.095845905, 4428470.11746186]","[18829, 5153, 11845, 18833]",4
4525,"[453311.770911161, 4409058.846508333]","[16901, 24871, 16925]",3
4526,"[447196.4218718525, 4425408.409298284]","[8398, 14253, 8226, 8405]",4
4527,"[469209.96498803, 4417361.562344894]","[3345, 28137, 8186, 24927, 10648, 7293, 3347, 8203, 10649]",9
4528,"[443299.35544093896, 4437478.636301175]","[24309, 13115, 24310]",3
4529,"[456573.17321403837, 4424587.023218759]","[5404, 5467, 16359, 5406]",4
4530,"[455476.7741551641, 4417581.731076079]","[23962, 27505, 24155]",3
4531,"[463667.27793524426, 4436591.590917283]","[24728, 11518, 24735]",3
4532,"[457408.59828546864, 4427173.567849268]","[13015, 3848, 22498, 24857, 8663, 24264, 18925, 13017, 22517, 8673]",10
4533,"[446323.9899479928, 4434712.835608924]","[7379, 3087, 25137, 25621, 24576, 7380, 25156, 764]",8
4534,"[448458.493963873, 4421284.172115143]","[10538, 10403, 10546]",3
4535,"[440637.92125389085, 4411433.0782015305]","[26500, 25091, 10349, 18564, 11845, 26507, 10360]",7
4536,"[437810.41463380394, 4439198.456461348]","[17388, 22592, 11331, 23288, 17412, 11370]",6
4537,"[426417.46152948705, 4398752.243665132]","[14968, 4758, 19147, 19702, 27524, 14969, 19705]",7
4538,"[450078.139020895, 4417767.5556761315]","[7915, 5770, 12244, 24478, 18217, 7922, 12246]",7
4539,"[453409.8168746962, 4405857.346990058]","[8937, 26109, 7220, 8937, 5082, 6109, 26114, 8970]",8
4540,"[442938.94956462557, 4436261.86364485]","[16096, 23804, 14203, 8186, 28593, 24170, 16112, 8206]",8
4541,"[462342.38725703186, 4405350.975669085]","[14694, 3038, 17064, 14695]",4
4542,"[449845.6643331636, 4435908.207287106]","[17313, 6350, 8937, 10007, 17324]",5
4543,"[445140.67234542343, 4433044.532031578]","[16405, 8705, 18761, 16416]",4
4544,"[440196.0156671164, 4444819.419051814]",[764],1
4545,"[461616.37254360307, 4401239.218455078]","[19147, 14101, 23676, 20903, 19164]",5
4546,"[462149.6788172247, 4437513.581735061]","[16901, 18471, 16915]",3
4547,"[446731.6319332365, 4426021.368199093]","[22409, 5788, 22413]",3
4548,"[445211.7107349942, 4426641.879074414]","[5692, 14885, 13516, 18937, 5696, 13519]",6
4549,"[462611.7884560662, 4412361.059387794]","[7915, 8548, 7934]",3
4550,"[435677.61534768867, 4436167.503839291]","[18628, 27398, 3087, 8226, 17640, 26794, 8548, 18632, 3116, 17649]",10
4551,"[467108.2036821005, 4419961.52205722]","[17514, 5855, 23288, 17519]",4
4552,"[448397.75431767956, 4412291.348553928]","[6669, 18564, 27590, 6702]",4
4553,"[443605.2886762259, 4415526.194323506]","[3306, 11845, 3313]",3
4554,"[467725.2910071384, 4427122.822251022]","[6350, 22079, 11615, 23369, 6467, 11627]",6
4555,"[473662.7123872489, 4415058.581935895]","[17064, 28137, 3848, 17200]",4
4556,"[429423.6573242564, 4456193.0148330955]","[26966, 3038, 17514, 26969]",4
4557,"[446404.0455646072, 4412762.345113827]","[8937, 14780, 24797, 25465, 11845, 9075, 25482]",7
4558,"[436608.0496758607, 4435397.491418406]","[2575, 5061, 15019, 2596]",4
4559,"[470362.23183026304, 4441897.444256836]","[6350, 22079, 27179, 3027, 11845, 6467, 27182]",7
4560,"[441504.6344970785, 4417218.722132632]","[23784, 23694, 20812, 23788]",4
4561,"[440454.0616964858, 4417988.997385905]","[10349, 18564, 4321, 15665, 10356, 4330]",6
4562,"[450897.8455635669, 4417457.384455332]","[11093, 16160, 11095]",3
4563,"[437686.8033600882, 4424108.391732529]","[26208, 8611, 26218]",3
4564,"[458664.2904102016, 4420917.160916225]","[24502, 19784, 27590, 19800]",4
4565,"[433690.9105931179, 4436641.917535459]","[18079, 4831, 21496, 18083]",4
4566,"[442328.6733026993, 4417517.312713633]","[12539, 22276, 10371, 12544]",4
4567,"[430848.2892316571, 4420204.0718337335]","[18937, 7038, 18938]",3
4568,"[464743.0416444697, 4466310.654479192]","[9245, 20165, 7270, 9381]",4
4569,"[446143.20272206876, 4425720.6469008]","[11284, 11322, 25465, 10436, 11285, 25477]",6
4570,"[440822.7517778103, 4420120.162627923]","[5855, 3647, 6545, 20562, 25465, 11845, 5872, 6637, 25482]",9
4571,"[460926.10534679063, 4404291.117435303]","[8126, 10001, 17244, 8148]",4
4572,"[450154.7690432293, 4411517.5633511115]","[8937, 4121, 17058, 16478, 8957, 17061]",6
4573,"[455350.47872528556, 4416058.212863524]","[27008, 27437, 27045]",3
4574,"[447481.07905338716, 4415650.9909542035]","[12414, 3428, 20081, 12417]",4
4575,"[424734.2106710457, 4419042.451730182]","[18079, 28250, 18102]",3
4576,"[454085.6058560719, 4420486.075145269]","[25519, 9820, 25525]",3
4577,"[438082.9989949719, 4415111.667787156]","[19147, 14101, 23676, 20903, 19164]",5
4578,"[451112.1333547487, 4414255.050234295]","[8269, 10436, 8937, 5692, 26557, 8299]",6
4579,"[469069.55635565025, 4440530.759496269]","[18937, 7038, 18938]",3
4580,"[441679.0184585772, 4439929.886521904]","[23962, 11180, 17446, 16710, 24042, 17454]",6
4581,"[457526.2285160902, 4406138.267461576]","[25420, 26377, 17861, 26109, 25422, 17906]",6
4582,"[435588.879915089, 4453241.440613778]","[11392, 4368, 27505, 11405]",4
4583,"[428745.56496666936, 4395986.538303129]","[17514, 5855, 8937, 6904, 17519, 8986]",6
4584,"[439398.05259049946, 4432783.307165274]","[21258, 22230, 4948, 18689, 21263, 4975]",6
4585,"[437916.40615615086, 4423496.784378528]","[26881, 11685, 14037, 22471, 3496, 25304, 7097, 26898, 14047, 3561]",10
4586,"[445168.2029267365, 4436855.162068882]","[23676, 20903, 2331, 19771, 26270, 23682, 2473]",7
4587,"[449911.549105745, 4428133.7980113095]","[7702, 7950, 6849, 7704]",4
4588,"[451551.67938686005, 4427970.74721914]","[25420, 26377, 17861, 26109, 25422, 17906]",6
4589,"[453058.0599870994, 4406011.917597292]","[7702, 7950, 6849, 7704]",4
4590,"[443377.23612110876, 4416442.456792601]","[21131, 12593, 14101, 23676, 20903, 1, 23682]",7
4591,"[448426.56699937955, 4416559.113688014]","[8126, 10001, 16121, 20165, 8148, 16153]",6
4592,"[449836.3667252077, 4416702.149326796]","[2331, 14000, 27571, 9943, 18761, 2429, 27573]",7
4593,"[453989.433821931, 4423992.482113605]","[11954, 23369, 10681, 6109, 12016, 10713]",6
4594,"[447158.3900316941, 4419921.210347521]","[19147, 14101, 23676, 20903, 19164]",5
4595,"[452438.11153701926, 4419734.035558644]","[21021, 23597, 11643, 21095]",4
4596,"[452733.6139649991, 4410586.641635846]","[28350, 12230, 5802, 28371]",4
4597,"[434114.3329936729, 4431455.364682252]","[17446, 16710, 6948, 3848, 20304, 16486, 17454, 6958, 20328]",9
4598,"[454624.3226623961, 4412404.288464217]","[13600, 7412, 18468, 7449]",4
4599,"[455418.2762683433, 4427642.25154107]","[19850, 26198, 11845, 11615, 23369, 19861, 11627]",7
4600,"[449731.0156072924, 4418531.971811635]","[5855, 3647, 5872, 67]",4
4601,"[469796.89037204074, 4417359.217670369]","[22409, 5788, 10681, 17861, 26109, 22413, 10837]",7
4602,"[441396.1704380827, 4403043.699071883]","[3428, 6545, 23288, 3439]",4
4603,"[439547.6532401133, 4422111.77657087]","[17313, 19819, 17360]",3
4604,"[436138.9516115399, 4462993.064225047]","[12870, 4471, 25465, 11845, 14240, 11656, 26187, 12872, 25482, 14242]",10
4605,"[454048.004913046, 4414236.8318276815]",[23653],1
4606,"[452677.54108946427, 4420494.682270237]",[278],1
4607,"[454259.74355244136, 4429935.559125706]","[23962, 6530, 8937, 12811, 8611, 24000, 9055]",7
4608,"[443826.9218648813, 4397690.623449203]","[5855, 3647, 8937, 5082, 8269, 26508, 14929, 8548, 5872, 8969, 8367, 14934]",12
4609,"[450305.956648713, 4416699.07873609]","[22409, 5788, 27505, 22415]",4
4610,"[453039.88520138676, 4422169.143246658]","[17446, 25608, 23288, 25615]",4
4611,"[448186.59692611813, 4415798.600078692]","[23676, 20903, 10229, 4643, 23682, 10231]",6
4612,"[440137.0327554947, 4437350.498492663]","[19134, 7744, 11845, 17064, 17263, 6109, 19137, 17150]",8
4613,"[434697.57856063143, 4431145.458233002]","[11392, 4321, 25465, 7540, 11399, 25472]",6
4614,"[467225.54896976356, 4419961.01694683]","[5420, 12414, 5436, 894]",4
4615,"[446440.3927512436, 4417944.642727242]","[22265, 7816, 4565, 7819]",4
4616,"[451624.3928549569, 4420958.572701821]","[17491, 13007, 6849, 17499]",4
4617,"[453246.49262270826, 4417595.065244371]","[24752, 17058, 13420, 13576, 24758, 13421]",6
4618,"[445763.2197080136, 4421760.157617825]","[25626, 24425, 26781, 25827]",4
4619,"[444395.4486308743, 4427257.524348896]","[5855, 3647, 24348, 24236, 8937, 10007, 8380, 3306, 27590, 5872, 24354, 9021, 8386]",13
4620,"[451859.05637947645, 4420957.087588966]","[17313, 7540, 9823, 8777, 12549, 9829]",6
4621,"[487146.5360718037, 4472488.675049122]","[5855, 3647, 24859, 15188, 5872, 24861]",6
4622,"[445769.72672020283, 4422674.690643065]","[17491, 16854, 27590, 17504]",4
4623,"[435775.56974190706, 4420008.558020265]","[16901, 17058, 16912]",3
4624,"[439975.3816295412, 4431711.682716872]","[27082, 12135, 13808, 18937, 27102, 13810]",6
4625,"[450349.6311808239, 4423405.620353353]","[17640, 26794, 17648]",3
4626,"[448797.1748394443, 4419300.320825772]","[19121, 23042, 11929, 19129]",4
4627,"[455376.33129690186, 4420478.4136727005]","[5698, 9504, 7038, 9629, 5702]",5
4628,"[444728.3474410233, 4424663.769739586]","[18128, 7038, 18129]",3
4629,"[452649.1798934491, 4415922.057046085]","[17313, 19819, 17360]",3
4630,"[468720.3599180616, 4440989.477109228]","[13835, 19147, 4711, 13326, 18217, 13954, 13328]",7
4631,"[451296.7565852224, 4424771.364195984]",[764],1
4632,"[432697.6151889776, 4416986.414365039]","[13168, 6793, 11845, 13174]",4
4633,"[461783.2129848366, 4457636.34418751]","[27179, 3027, 21531, 7038, 27182, 21576]",6
4634,"[471090.49266417057, 4448753.9219210595]","[12539, 22276, 10371, 12544]",4
4635,"[457882.25670466764, 4406745.991620687]","[5698, 7038, 6530, 15882, 5700, 6539]",6
4636,"[445005.51016400964, 4414296.557857547]","[20471, 27663, 15019, 26595, 18198, 3815, 20480, 26602]",8
4637,"[451848.9616791212, 4400684.602068676]","[22098, 27505, 22153]",3
4638,"[437279.81189224793, 4417404.693636157]","[1933, 28593, 4887, 14301, 17640, 26794, 8548, 2040, 17649]",9
4639,"[451505.12250167504, 4420654.474937909]","[18104, 28216, 18120]",3
4640,"[457233.25262622203, 4416809.562553895]","[5855, 3647, 23255, 22760, 11180, 17640, 26794, 8548, 5872, 23264, 17649]",11
4641,"[442198.5968023589, 4415841.56844889]","[18937, 7038, 23962, 6530, 8937, 12811, 8611, 18938, 24000, 9055]",10
4642,"[452117.6683260101, 4424766.158861537]","[5382, 22216, 24264, 21191, 23369, 5385, 24268]",7
4643,"[441457.94748604903, 4411121.900203701]","[27126, 3087, 8663, 24264, 27129, 8669]",6
4644,"[459008.0939521347, 4419391.051048122]","[7412, 5552, 4141, 7744, 5557]",5
4645,"[450607.9529150295, 4427062.237853307]","[17244, 22167]",2
4646,"[437830.42524220765, 4441637.287605754]","[21327, 23042, 21361]",3
4647,"[443229.913424776, 4428180.722469191]","[17640, 26794, 17648]",3
4648,"[446085.02640360215, 4417489.858561157]","[3848, 16121, 8937, 10007, 3874, 764]",6
4649,"[445549.03076809796, 4440968.136527634]","[17640, 26794, 16753, 17446, 16710, 17648, 16761]",7
4650,"[446411.5258876963, 4413829.285359978]","[23962, 6530, 21531, 27437, 24000, 21786]",6
4651,"[442901.2676407209, 4399831.401442749]","[18937, 7038, 11845, 18939]",4
4652,"[442423.0827641304, 4414468.00850505]","[13399, 22970, 5032, 21531, 19211, 21531, 19870, 13415, 21699, 21707]",10
4653,"[454285.6102289606, 4414692.6827094015]","[10333, 14560, 5692, 14885, 14945, 10342, 5696]",7
4654,"[450975.1549154328, 4411207.4096227735]","[1933, 25036, 8269, 26508, 12291, 8611, 2028, 8367, 12299]",9
4655,"[444760.7264997689, 4412926.469886626]","[28316, 11249, 10681, 2866, 28318, 10687]",6
4656,"[451937.09238965175, 4433303.349274405]","[24752, 19373, 24762]",3
4657,"[440533.48168999166, 4413110.6127092]","[12040, 24273, 15682, 15682, 28216, 12041, 15685]",7
4658,"[470502.37870738574, 4417661.303461154]","[5369, 19620, 5374]",3
4659,"[445640.4660259231, 4420998.883290318]","[3014, 3014, 28250, 18261, 27437, 2271, 6543, 3015, 18264, 2276]",10
4660,"[453425.39367660764, 4427654.188895607]","[24859, 25137, 24863]",3
4661,"[452753.3949661623, 4413787.449409582]","[25263, 25465, 11845, 25482]",4
4662,"[444941.9774653916, 4421766.044591378]","[8436, 18249, 7270, 24581, 18564, 2575, 12512, 8474, 24584]",9
4663,"[460003.7165712576, 4407801.575101404]","[18079, 21496, 22391, 18090]",4
4664,"[472860.2886243773, 4420548.576659716]","[9726, 3626, 9727]",3
4665,"[443334.3127194212, 4410650.486092828]","[23676, 20903, 23682]",3
4666,"[441878.0703426626, 4435355.307987773]","[14780, 27770, 7915, 2326, 2575, 12512, 14794, 7917]",8
4667,"[457972.2404316926, 4401715.57596781]","[17514, 5855, 10436, 3293, 23288, 17519, 10441]",7
4668,"[449620.5705894382, 4437281.586720426]","[25058, 15542, 20767, 21185, 25065]",5
4669,"[442700.15170692396, 4435653.925972692]","[12792, 7843, 24581, 18564, 2575, 12512, 12797, 24584]",8
4670,"[487141.05247708294, 4469287.5984753445]","[18104, 18079, 18111]",3
4671,"[457052.59212693246, 4426413.431104237]","[17861, 26109, 17906]",3
4672,"[453220.36396794545, 4413327.300662443]","[18136, 4948, 27590, 4987]",4
4673,"[462491.11040314747, 4435530.315993968]","[27619, 25441, 8380, 3306, 27590, 27656]",6
